Name,Price,Link,Image,Category,Source,Rating,Reviews
Michael Kors Mercer XS Mini Pebbled Leather Crossbody HandBag Navy Signature,59.31,https://www.ebay.com/itm/206059818830?_skw=women+handbag&hash=item2ffa1f4f4e:g:UgAAAeSw9Ttpig5k&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGagKnWimucFeSYsWvT%2B3lWuv9HiOe2EONjHfG29LixNjkAiqzFc8b0nYTMUMwJqFdIWCO9p1oCvYZnXOp%2BFhr2jN87VCV5ZgNTsAhk2aW86m%2BGObjuGqJfWUrSnqqqnBB%2FYnL1dWE0DERZ92oam%2F%2B787Rqil9AMFer1iW%2BUULBya2is0husMw6DSF4HON50XV%2FzcT0WbHAblyFmg2yGIpdKjZn4Igmt72iF3T4vaLFmobPP5DUyadmL%2B2Ky7lK1HExyWs6pjXKRru8q2lqRyf3fUtjyUxp45nDIX9NK5oFCvA%3D%3D,https://i.ebayimg.com/images/g/UgAAAeSw9Ttpig5k/s-l225.jpg,Bags,eBay API,,0
COACH x PEANUTS Teri Shoulder Bag Tan Brown Snoopy Print Signature Canvas CBJ88,88.0,https://www.ebay.com/itm/206128648205?_skw=women+handbag&hash=item2ffe39900d:g:JbAAAeSwmNppsbhp&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGYBu%2F5XmJXiiOjU9eCAZfJbiJJH9HL%2F7g3TyDotOqRnBzB%2FzpoGmv9FiwK%2Bg3%2BzmytgMI2%2BVAautL57XGqvQ%2B%2BSSsaQuFpBBWCz7yxQ3W3Ix2a9h6rkhWNIS8cOrc4Jyo0iGDQcA3B9YqrAEUS0zdFcEDVRq%2BXbQ%2FrRU5PeZkCJa2nsVI2dODhcUzlaPhcllLBFFqXqdu7rCv82cmsgx%2BbEYGzO6zf8%2F8CN3Q9UY3UksYFUMi1tZw6HBXdCXvWyH9pAzg4XRt5dVJ3DyrQwIV6IwX1xt38sDNyFPqd8X90tgA%3D%3D,https://i.ebayimg.com/images/g/JbAAAeSwmNppsbhp/s-l225.jpg,Bags,eBay API,,0
﻿ Oxford Cloth Multiple Pockets Backpack Handbag Single Shoulder Bag  For Women,12.99,https://www.ebay.com/itm/157425523670?_skw=women+handbag&hash=item24a74adbd6:g:ZawAAeSwIrFpAHc-,https://i.ebayimg.com/images/g/ZawAAeSwIrFpAHc-/s-l225.jpg,Bags,eBay API,,0
Guess Davina Women's Handbag,118.0,https://www.ebay.com/itm/236529435192?_skw=women+handbag&hash=item371240c238:g:-0sAAeSwygtpQaVU,https://i.ebayimg.com/images/g/-0sAAeSwygtpQaVU/s-l225.jpg,Bags,eBay API,,0
2pcs/set Women PU Leather Large Handbag Ladies Messenger Bag Shoulder Tote Purse,20.99,https://www.ebay.com/itm/389919514329?_skw=women+handbag&hash=item5ac9039ed9:g:EW0AAeSwmeRpxv3t,https://i.ebayimg.com/images/g/EW0AAeSwmeRpxv3t/s-l225.jpg,Bags,eBay API,,0
Elegant Floral Lace Clutch Purses for Women Evening Handbag Envelope Clutch Bag,28.66,https://www.ebay.com/itm/227333437838?_skw=women+handbag&hash=item34ee20f98e:g:58EAAeSwcSpp~D7Q,https://i.ebayimg.com/images/g/58EAAeSwcSpp~D7Q/s-l225.jpg,Bags,eBay API,,0
Real Leather Shoulder Bag Handbag Purse Cross Body Organizer Smart Phone Pockets,17.99,https://www.ebay.com/itm/324343635186?_skw=women+handbag&hash=item4b84631cf2:g:kp8AAOSwv4tfkLMZ,https://i.ebayimg.com/images/g/kp8AAOSwv4tfkLMZ/s-l225.jpg,Bags,eBay API,,0
Waterproof Messenger Cross Body Ladies Handbag Bag Shoulder Bag Womens Purse US,12.89,https://www.ebay.com/itm/167212104966?_skw=women+handbag&hash=item26ee9e3d06:g:9BAAAOSwAwNmvaA1,https://i.ebayimg.com/images/g/9BAAAOSwAwNmvaA1/s-l225.jpg,Bags,eBay API,,0
NEW Quince Italian Handwoven Leather Mini Shoulder Bag- Bone (Free Shipping),84.99,https://www.ebay.com/itm/406841081882?_skw=women+handbag&hash=item5eb99e401a:g:HtIAAeSwq55p4to5&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGZFd7DfQMuXSLvnvUZVPHCbCqFRUS1%2BTrlJQoggTksZUonEwDe%2BS%2BlAygjHfF%2B1cLgr4TYN0YIWtDjeXs8JyoJ31q%2Bpxo0UP8LEO0t9YGEU79CnKAnt3EF2ycNJmctQB26xoZjJdE%2BTtnCl40TcdfcR9%2B8OzWhuqh4TidbsDJ%2BmqtSUCh%2FmZbwt2bnNfVD9mONksS8voZHkx32vZdeaNMhmSKYh8hJ3k63Mc1YD%2F3RzLV2MkFjLhwQH3D68q65WYTqJ5zontQx3gFbUxQ0vLcfZUShasvKG2GMdZZLKcSHB7Q%3D%3D,https://i.ebayimg.com/images/g/HtIAAeSwq55p4to5/s-l225.jpg,Bags,eBay API,,0
ITALIAN X-LARGE SHOULDER BAG GENUINE LEATHER SUEDE CROCO EMBOSSED; MADE IN ITALY,110.5,https://www.ebay.com/itm/236692274327?_skw=women+handbag&hash=item371bf57c97:g:OX4AAOSwTmBfW-yC&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGaiCzGeU6qeeg9QdSZsN0h1Ek%2BH3dEK2HyuZuOKpqGSPZqEc9%2F9%2BNeK%2BZRowDTsEgmqNveVRqVxjABXg6Uox5U69bnCyAc7Po41rNA3m5IkNUxyXw7enNv9yv1eyJTcSt2QRp%2FJlJpEYAC6C%2FhdmYjupbMJQdPPbMiy%2F5REAa2ENjeY9ey%2F87dsf%2Fc3RvPc2FF26RcXsHCOAOJFkJQ2uHnG2SUovWS54%2B5hVjy8%2FJ%2F4XstYGiMsFheDjHNE1dMce5pZdKFXrlOX9RV4fHcLS0Yg4X7m8Je8jnFDgVNBCKIhBg%3D%3D,https://i.ebayimg.com/images/g/OX4AAOSwTmBfW-yC/s-l225.jpg,Bags,eBay API,,0
Vintage Crossbody Small Messenger Shoulder Phone Bag Cash Purse Handbag Wallet,12.33,https://www.ebay.com/itm/116027298894?_skw=women+handbag&hash=item1b03c4144e:g:q5QAAOSwFBFlk8dd,https://i.ebayimg.com/images/g/q5QAAOSwFBFlk8dd/s-l225.jpg,Bags,eBay API,,0
Waterproof Messenger Cross Body Ladies Handbag Shoulder Bag Womens Large Purse~*,12.99,https://www.ebay.com/itm/336448366380?_skw=women+handbag&hash=item4e55e2a72c:g:aJwAAeSwCOppnDI5,https://i.ebayimg.com/images/g/aJwAAeSwCOppnDI5/s-l225.jpg,Bags,eBay API,,0
Genuine Brown Leather Tote Large Handmade Shoulder Handbag Purse Women's Vintage,59.43,https://www.ebay.com/itm/388246979560?_skw=women+handbag&hash=item5a6552c3e8:g:ll8AAOSw8zpnmRnD,https://i.ebayimg.com/images/g/ll8AAOSw8zpnmRnD/s-l225.jpg,Bags,eBay API,,0
Women's Knit Tote Bag Color Block Bucket Bag Mini Handbag Crossbody Shoulder Bag,8.99,https://www.ebay.com/itm/206236858802?_skw=women+handbag&hash=item3004acb9b2:g:H3YAAeSwRxtp8A1X,https://i.ebayimg.com/images/g/H3YAAeSwRxtp8A1X/s-l225.jpg,Bags,eBay API,,0
Michael Kors Sheila Lady Medium Two-Tone Metallic Logo Satchel Women Bag Handbag,148.5,https://www.ebay.com/itm/177489655007?_skw=women+handbag&hash=item29533534df:g:46MAAeSw8hNo7SHk,https://i.ebayimg.com/images/g/46MAAeSw8hNo7SHk/s-l225.jpg,Bags,eBay API,,0
Women Leather Embroidery Messenger Bag Handbag Hair Ball Ladies Shoulder Bag,18.99,https://www.ebay.com/itm/358142956367?_skw=women+handbag&hash=item5362fbd34f:g:3zQAAeSwYkRpcgpA,https://i.ebayimg.com/images/g/3zQAAeSwYkRpcgpA/s-l225.jpg,Bags,eBay API,,0
Fanny Pack Waterproof Belt Bag Bum Bag Waist Bag Cross Body Handbag For Women US,11.38,https://www.ebay.com/itm/366075144145?_skw=women+handbag&hash=item553bc767d1:g:mvUAAeSwDN1pSfEX,https://i.ebayimg.com/images/g/mvUAAeSwDN1pSfEX/s-l225.jpg,Bags,eBay API,,0
Women Large Waterproof Messenger Cross Body Ladies Handbag Bag Shoulder Purse,5.24,https://www.ebay.com/itm/406864355940?_skw=women+handbag&hash=item5ebb016264:g:IH8AAeSwYi9p4kpo,https://i.ebayimg.com/images/g/IH8AAeSwYi9p4kpo/s-l225.jpg,Bags,eBay API,,0
Womens Conceal Carry Gun Purse Genuine Leather Shoulder Bag Tote CCW Handbag,29.99,https://www.ebay.com/itm/365867060385?_skw=women+handbag&hash=item552f604ca1:g:SokAAeSwDwVoycra,https://i.ebayimg.com/images/g/SokAAeSwDwVoycra/s-l225.jpg,Bags,eBay API,,0
"Clear Purse for Women, Small Clear Bag for Stadium Events, Crossbody Handbag ...",9.72,https://www.ebay.com/itm/177899864934?_skw=women+handbag&hash=item296ba88366:g:oSEAAeSwi69p7jJN,https://i.ebayimg.com/images/g/oSEAAeSwi69p7jJN/s-l225.jpg,Bags,eBay API,,0
Women Crossbody Bag Trendy Vegan Leather Hobo Purse Embossed Travel Light - Blue,26.99,https://www.ebay.com/itm/366369695390?_skw=women+handbag&hash=item554d55e69e:g:nWcAAeSwaERp7R-g,https://i.ebayimg.com/images/g/nWcAAeSwaERp7R-g/s-l225.jpg,Bags,eBay API,,0
Women Hobo Messenger Cross Body Ladies Handbag Bag Shoulder Bag Purse Waterproof,14.89,https://www.ebay.com/itm/196144077908?_skw=women+handbag&hash=item2dab191c54:g:cnIAAOSww7dlBCmv,https://i.ebayimg.com/images/g/cnIAAOSww7dlBCmv/s-l225.jpg,Bags,eBay API,,0
Light Blue Satchel Women's Handbag with Gold Hardware Detachable Strap,24.0,https://www.ebay.com/itm/397920241457?_skw=women+handbag&hash=item5ca5e50731:g:C~QAAeSwNFdp-9FH,https://i.ebayimg.com/images/g/C~QAAeSwNFdp-9FH/s-l225.jpg,Bags,eBay API,,0
Women Mini Purse Wallet Small Handbag Ladies Shoulder Bag Girl Crossbody Pouch,5.74,https://www.ebay.com/itm/284283145750?_skw=women+handbag&hash=item4230988e16:g:N6sAAOSwMe1gkbiw,https://i.ebayimg.com/images/g/N6sAAOSwMe1gkbiw/s-l225.jpg,Bags,eBay API,,0
Women's Denim Crossbody Bag Jean Purse Retro Shoulder Handbags Tote Travel,16.64,https://www.ebay.com/itm/168078656926?_skw=women+handbag&hash=item272244c59e:g:T7UAAeSwvltpZe-c,https://i.ebayimg.com/images/g/T7UAAeSwvltpZe-c/s-l225.jpg,Bags,eBay API,,0
Women Straw Crossbody Bag Summer Beach Woven Shoulder Handbag Purse,11.77,https://www.ebay.com/itm/196413868576?_skw=women+handbag&hash=item2dbb2dca20:g:uHsAAOSwqHtmVFHR,https://i.ebayimg.com/images/g/uHsAAOSwqHtmVFHR/s-l225.jpg,Bags,eBay API,,0
Women Leather Handbags Messenger Shoulder Bags Tote Satchel Purse Large Bag,15.02,https://www.ebay.com/itm/286867126613?_skw=women+handbag&hash=item42ca9cf955:g:VZ4AAeSwXUho53M~,https://i.ebayimg.com/images/g/VZ4AAeSwXUho53M~/s-l225.jpg,Bags,eBay API,,0
Women's Animal Skin Print Handbag With Adjustable Strap,23.36,https://www.ebay.com/itm/127851148550?_skw=women+handbag&hash=item1dc485b506:g:PF8AAeSwKuRp~C6D,https://i.ebayimg.com/images/g/PF8AAeSwKuRp~C6D/s-l225.jpg,Bags,eBay API,,0
4Pcs/Set Women Lady Leather Handbags Messenger Shoulder Bags Purse Tote Satchel,22.99,https://www.ebay.com/itm/385668968006?_skw=women+handbag&hash=item59cba96e46:g:FrUAAOSw-4Bkf~e9,https://i.ebayimg.com/images/g/FrUAAOSw-4Bkf~e9/s-l225.jpg,Bags,eBay API,,0
Women Crossbody Bag Summer Beach Straw Woven Shoulder Bags Handbag Tote Wallet,9.59,https://www.ebay.com/itm/196466154101?_skw=women+handbag&hash=item2dbe4b9a75:g:W3gAAOSwsz1me4I0,https://i.ebayimg.com/images/g/W3gAAOSwsz1me4I0/s-l225.jpg,Bags,eBay API,,0
Womens Messenger Cross Body Ladies Handbag Shoulder Bag Large Purse Waterproof,17.56,https://www.ebay.com/itm/365046380967?_skw=women+handbag&hash=item54fe75b9a7:g:4z8AAOSwidlmrYkZ,https://i.ebayimg.com/images/g/4z8AAOSwidlmrYkZ/s-l225.jpg,Bags,eBay API,,0
Women Anti-Theft Backpack Waterproof Rucksack Travel School Shoulder Bag Purse,15.47,https://www.ebay.com/itm/205487857355?_skw=women+handbag&hash=item2fd807decb:g:Iu4AAOSwRjtoJbIf,https://i.ebayimg.com/images/g/Iu4AAOSwRjtoJbIf/s-l225.jpg,Bags,eBay API,,0
Waterproof Messenger Cross Body Ladies Handbag Shoulder Bag Womens Large Purse,15.03,https://www.ebay.com/itm/306826901756?_skw=women+handbag&hash=item47704ef8fc:g:9rQAAeSwd0BpuRkZ,https://i.ebayimg.com/images/g/9rQAAeSwd0BpuRkZ/s-l225.jpg,Bags,eBay API,,0
Women Leather Wristlet Wallet with Touch Screen Cell Phone Holder Zip Handbag US,7.99,https://www.ebay.com/itm/186495130628?_skw=women+handbag&hash=item2b6bf9dc04:g:wfAAAOSwSrJma~7K,https://i.ebayimg.com/images/g/wfAAAOSwSrJma~7K/s-l225.jpg,Bags,eBay API,,0
Waterproof Messenger Cross Body Ladies Handbag Shoulder Bag Womens Large Purse,10.79,https://www.ebay.com/itm/355615849301?_skw=women+handbag&hash=item52cc5b3b55:g:pNIAAOSw~a5mE5VK,https://i.ebayimg.com/images/g/pNIAAOSw~a5mE5VK/s-l225.jpg,Bags,eBay API,,0
Cross Body Messenger Denim Shoulder Bag Casual Purse Women Handbag Casual Bag,18.83,https://www.ebay.com/itm/167360738533?_skw=women+handbag&hash=item26f77a34e5:g:GGgAAOSwUhJnyph3,https://i.ebayimg.com/images/g/GGgAAOSwUhJnyph3/s-l225.jpg,Bags,eBay API,,0
Women Small Cell Phone Purse Handbag Case Shoulder Bag Wallet Crossbody Pouch,8.27,https://www.ebay.com/itm/166212949739?_skw=women+handbag&hash=item26b31056eb:g:BuEAAOSws2FkpiTJ,https://i.ebayimg.com/images/g/BuEAAOSws2FkpiTJ/s-l225.jpg,Bags,eBay API,,0
Womens Handbag Organizer Insert Multi Pocket Tote Purse Liner Travel Bag Insert,7.99,https://www.ebay.com/itm/202430770847?_skw=women+handbag&hash=item2f21d06e9f:g:vyMAAeSwBo9pwwC-,https://i.ebayimg.com/images/g/vyMAAeSwBo9pwwC-/s-l225.jpg,Bags,eBay API,,0
New Ladies Waterproof Messenger Cross Body Handbag Bag Shoulder Bag Womens Purse,8.99,https://www.ebay.com/itm/404924353631?_skw=women+handbag&hash=item5e475f4c5f:g:WOcAAeSwi7NpTfqE,https://i.ebayimg.com/images/g/WOcAAeSwi7NpTfqE/s-l225.jpg,Bags,eBay API,,0
"Butterfly Tote Bag, Women Shoulder Handbag, Multi Pocket Book Travel",29.99,https://www.ebay.com/itm/318212021540?_skw=women+handbag&hash=item4a16ea1d24:g:lPgAAeSwe5lp77GJ,https://i.ebayimg.com/images/g/lPgAAeSwe5lp77GJ/s-l225.jpg,Bags,eBay API,,0
Women's Handbag Satchel Purse One Size CHUNS Blue NWT,8.99,https://www.ebay.com/itm/116008641903?_skw=women+handbag&hash=item1b02a7656f:g:DHgAAOSwatNkx8uD,https://i.ebayimg.com/images/g/DHgAAOSwatNkx8uD/s-l225.jpg,Bags,eBay API,,0
Women Skull Chain Handbag Large Capacity Gothic Shoulder Bag Studded Rivet,37.89,https://www.ebay.com/itm/287062693732?_skw=women+handbag&hash=item42d6451764:g:BVoAAeSwgitpYMyn,https://i.ebayimg.com/images/g/BVoAAeSwgitpYMyn/s-l225.jpg,Bags,eBay API,,0
Minimalist Womens Casual Leather Tote Bag Large Capacity Shoulder Shopper Bag,20.5,https://www.ebay.com/itm/157786336190?_skw=women+handbag&hash=item24bccc6bbe:g:Fg8AAeSwYghpxLz8,https://i.ebayimg.com/images/g/Fg8AAeSwYghpxLz8/s-l225.jpg,Bags,eBay API,,0
Women Waterproof Messenger Cross Body Handbag Bag Ladies Shoulder Bag Purse NEW,14.8,https://www.ebay.com/itm/137096310434?_skw=women+handbag&hash=item1feb93aea2:g:BS8AAeSw~eppXiVT,https://i.ebayimg.com/images/g/BS8AAeSw~eppXiVT/s-l225.jpg,Bags,eBay API,,0
Women Crossbody Bag Vegan Leather Purse Multi Pocket Flower Strap Lightweight,22.99,https://www.ebay.com/itm/366369608389?_skw=women+handbag&hash=item554d5492c5:g:p~8AAeSwr9dp7RNO,https://i.ebayimg.com/images/g/p~8AAeSwr9dp7RNO/s-l225.jpg,Bags,eBay API,,0
Women Small Cross-body Cell Phone Case Shoulder Bag Pouch Handbag Purse Wallets,11.09,https://www.ebay.com/itm/404250944786?_skw=women+handbag&hash=item5e1f3be512:g:hDAAAOSwwYZi2Mhj,https://i.ebayimg.com/images/g/hDAAAOSwwYZi2Mhj/s-l225.jpg,Bags,eBay API,,0
Small Crossbody Bag Women Vegan Leather Phone Purse Embossed Flower Strap- Brown,18.99,https://www.ebay.com/itm/366369570027?_skw=women+handbag&hash=item554d53fceb:g:ElUAAeSw~9Bp7Qzx,https://i.ebayimg.com/images/g/ElUAAeSw~9Bp7Qzx/s-l225.jpg,Bags,eBay API,,0
Straw Oval Shoulder Bag - A New Day Tan,18.99,https://www.ebay.com/itm/206143232454?_skw=women+handbag&hash=item2fff1819c6:g:uiwAAeSwur5p~Dwj,https://i.ebayimg.com/images/g/uiwAAeSwur5p~Dwj/s-l225.jpg,Bags,eBay API,,0
COACH CQ184 Ashton Baguette Signature Denim Handbag Shoulder Bag Women BRAND NEW,125.0,https://www.ebay.com/itm/317564754782?_skw=women+handbag&hash=item49f0559b5e:g:qIcAAeSwfk5pH0wZ,https://i.ebayimg.com/images/g/qIcAAeSwfk5pH0wZ/s-l225.jpg,Bags,eBay API,,0
Hot Canvas Bag Shoulder Bag Tote Purse Crossbody Messenger Satchel Women Handbag,31.96,https://www.ebay.com/itm/356781931520?_skw=women+handbag&hash=item5311dc3c00:g:~twAAOSwHstn~jxu,https://i.ebayimg.com/images/g/~twAAOSwHstn~jxu/s-l225.jpg,Bags,eBay API,,0
Angelkiss Hobo Handbag for Women Large Shoulder Bag Daily Purse,61.75,https://www.ebay.com/itm/358468805825?_skw=women+handbag&hash=item537667e4c1:g:TRUAAeSwy6tp5tDJ,https://i.ebayimg.com/images/g/TRUAAeSwy6tp5tDJ/s-l225.jpg,Bags,eBay API,,0
"DALIX Womens 23"" Deluxe 24 oz. Cotton Canvas Tote Bag Zippered in Black",16.99,https://www.ebay.com/itm/283992078778?_skw=women+handbag&hash=item421f3f39ba:g:Oo0AAOSwZ6tfSAkH,https://i.ebayimg.com/images/g/Oo0AAOSwZ6tfSAkH/s-l225.jpg,Bags,eBay API,,0
Women Skull Tote Bag Rivet Studded Ladies Purse Shoulder Handbag Wallet Strap,46.99,https://www.ebay.com/itm/406346804938?_skw=women+handbag&hash=item5e9c282eca:g:XAAAAeSwO8tpCIET,https://i.ebayimg.com/images/g/XAAAAeSwO8tpCIET/s-l225.jpg,Bags,eBay API,,0
Women's Gold Knotted Tube Top Handle Crossbody Bag Crescent Hobo Handbag,26.99,https://www.ebay.com/itm/206241338021?_skw=women+handbag&hash=item3004f112a5:g:2ZAAAeSw13Zp8rSv,https://i.ebayimg.com/images/g/2ZAAAeSw13Zp8rSv/s-l225.jpg,Bags,eBay API,,0
Myra Bag Fana Hand-Tooled Bag S-6613,39.99,https://www.ebay.com/itm/257480095074?_skw=women+handbag&hash=item3bf3027562:g:wTMAAeSwmR5p5d~n,https://i.ebayimg.com/images/g/wTMAAeSwmR5p5d~n/s-l225.jpg,Bags,eBay API,,0
Vera Bradley Floral Quilted Shoulder Bag Multicolor Purple Women's Handbag,14.0,https://www.ebay.com/itm/306920837355?_skw=women+handbag&hash=item4775e850eb:g:avAAAeSwS1dp-ReW,https://i.ebayimg.com/images/g/avAAAeSwS1dp-ReW/s-l225.jpg,Bags,eBay API,,0
Women Corduroy Tote Bag Casual Travel Handbag Hobo Satchel Shoulder Bag Purses,12.87,https://www.ebay.com/itm/166926350454?_skw=women+handbag&hash=item26dd95f876:g:MlEAAOSwdLxmwvtx,https://i.ebayimg.com/images/g/MlEAAOSwdLxmwvtx/s-l225.jpg,Bags,eBay API,,0
Triple Zip Pocket Womens Crossbody Bag Medium Fashion Handbag,29.5,https://www.ebay.com/itm/257084794453?_skw=women+handbag&hash=item3bdb72a655:g:FYQAAeSwRCNosI5L,https://i.ebayimg.com/images/g/FYQAAeSwRCNosI5L/s-l225.jpg,Bags,eBay API,,0
Multifunctional Small Handbag Crossbody Bag Shoulder Bag With Multiple Pockets,10.49,https://www.ebay.com/itm/157504053087?_skw=women+handbag&hash=item24abf91f5f:g:ppwAAeSwtN9pKD-6,https://i.ebayimg.com/images/g/ppwAAeSwtN9pKD-6/s-l225.jpg,Bags,eBay API,,0
purses and handbags,15.0,https://www.ebay.com/itm/389986689832?_skw=women+handbag&hash=item5acd04a328:g:ewEAAeSw0t5p~CjX,https://i.ebayimg.com/images/g/ewEAAeSw0t5p~CjX/s-l225.jpg,Bags,eBay API,,0
Real Leather Shoulder Bag Handbag Purse Cross Body Organizer Smart Phone Pockets,16.95,https://www.ebay.com/itm/204987103737?_skw=women+handbag&hash=item2fba2ef9f9:g:oVcAAOSwoA1lSSL2,https://i.ebayimg.com/images/g/oVcAAOSwoA1lSSL2/s-l225.jpg,Bags,eBay API,,0
Women Soft PU Leather Tote Bag Commute Handbag Shoulder Messenger Satchel Bag,20.89,https://www.ebay.com/itm/384885399816?_skw=women+handbag&hash=item599cf52108:g:CScAAOSwvLFifMfk,https://i.ebayimg.com/images/g/CScAAOSwvLFifMfk/s-l225.jpg,Bags,eBay API,,0
Waterproof Mini Backpack Women Purse Nylon Shoulder Rucksack Small Bag Travel US,14.34,https://www.ebay.com/itm/166623898299?_skw=women+handbag&hash=item26cb8eeabb:g:mP0AAOSwZZphLd2a,https://i.ebayimg.com/images/g/mP0AAOSwZZphLd2a/s-l225.jpg,Bags,eBay API,,0
Upcycled Canvas tote bag for women canvas shoulder handbag Cow hide leather bag,24.99,https://www.ebay.com/itm/374726659102?_skw=women+handbag&hash=item573f730c1e:g:1c4AAOSwZbBkdbh6,https://i.ebayimg.com/images/g/1c4AAOSwZbBkdbh6/s-l225.jpg,Bags,eBay API,,0
2Pack Women Travel Insert Handbag Organizer Purse Large Liner Organizer Tidy Bag,8.96,https://www.ebay.com/itm/373769016246?_skw=women+handbag&hash=item57065e93b6:g:jRUAAOSwx15hblaD,https://i.ebayimg.com/images/g/jRUAAOSwx15hblaD/s-l225.jpg,Bags,eBay API,,0
RIVERICH Denim Purse Patchwork Crossbody Shoulder Bags for Women Evening Handbag,23.39,https://www.ebay.com/itm/176971441796?_skw=women+handbag&hash=item293451e684:g:ca4AAOSwIfxnFa8a,https://i.ebayimg.com/images/g/ca4AAOSwIfxnFa8a/s-l225.jpg,Bags,eBay API,,0
"Leather Shoulder Bag Handbag Purse Cross Body Organizer Phone Pocket 10""X7.5""X1""",21.99,https://www.ebay.com/itm/324453835059?_skw=women+handbag&hash=item4b8af4a133:g:OO8AAOSwVFVm7KuO,https://i.ebayimg.com/images/g/OO8AAOSwVFVm7KuO/s-l225.jpg,Bags,eBay API,,0
Women Lady Leather Handbags Messenger Shoulder Bags Tote Satchel Purse Large,21.59,https://www.ebay.com/itm/374686886791?_skw=women+handbag&hash=item573d142b87:g:S2IAAOSwjyVkWhHE,https://i.ebayimg.com/images/g/S2IAAOSwjyVkWhHE/s-l225.jpg,Bags,eBay API,,0
Radley London Women's Melon Zip Abingdon Road Top Shoulder Hand Bag Size L NWT,62.99,https://www.ebay.com/itm/197008981873?_skw=women+handbag&hash=item2ddea67f71:g:eRQAAOSwDn9nqodx&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGZmUXp9Xh9C6PKzeKhhWlKR5IWOgWmkroTLkBsH7mAtZCucidPWXt6DV9LrCLGlLw68vZjoswnHYswZUzgxKRSHdwUBlt6qZ3Ezotm2heHMYtLdCjI2cnjKAFU42FMmFZkaWIbCMmZeX0Y9PEG7qLjP9bcVCcOatculwq%2F4PEAZShnp%2FBM0mNFh0ybYDqxnB7AzHyUF%2BOpQP5yRV3cAs45VEJeh8U3tvDWagFqpGmo%2FeLZ%2FDF6Bq5Eh5qUozu4%2B7ce5CzonLWLVfCeYlomB5oGhM7UHwBbgsJTtNHuBxnlOfQ%3D%3D,https://i.ebayimg.com/images/g/eRQAAOSwDn9nqodx/s-l225.jpg,Bags,eBay API,,0
Marc Jacobs The Snapshot Black/Red,195.0,https://www.ebay.com/itm/236791577103?_skw=women+handbag&hash=item3721e0ba0f:g:MrMAAeSwLfxp2V5L&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGanTPiFsax5pPtE382nPQCUBqp6e95Cy8A4P4q77ChQQBwcOu6vqTqCVXDfe7oJIKnZGOCAqANaHE0PovHfx3swytULZjvIsJfBnWCczt6JEOQjrUDZZqQXOXZXaVDa3T7me62jpUh41zPxKCjnrL8oeMWQ9LHbQFk1FqTuMUheFUfIr7rBXCG3nX2EOsHYv4qfw4Sd0sUptxAJBhzjjAaf5pxM2xhoXCu--PMzB953M4lYUfDWkR1hWcc3NO9m5jdtS5DqQdV6vwHtU8rzZLlcBcC4W4SzEV6AMivyWUjRsA%3D%3D,https://i.ebayimg.com/images/g/MrMAAeSwLfxp2V5L/s-l225.jpg,Bags,eBay API,,0
coach lillie carryall purse/ bag,115.0,https://www.ebay.com/itm/236802405219?_skw=women+handbag&hash=item372285f363:g:LY0AAeSwmvtp-5hg&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGZCr%2BKqMAZHFwCfyVmyZZcwvUx6SoE5GUFZyY3qHUKUmdlfy3%2FgSuqLDTEC0qoYJKXaiTeGPvNteGruUbtmz6Z5OI84S2AMiASciF7w3AIaEO7oqmLrTV9EypOCqW7am8gP20EkaCkPyf2y58d46o5MeczeffG5iK77SAVbHYil%2Bdveu2K%2B9SOVm32rRjQNLN1I1KFCYWugrSG%2BuMkgf5KO9G2MFDHhPnAcAkPuB%2F3QAaNMIpDAsXtohdQfEluv%2BMHlQsvuQsBs2Zk6ce7SLuBQ%2FERqIr%2BhZG7PfMeGDGCXbA%3D%3D,https://i.ebayimg.com/images/g/LY0AAeSwmvtp-5hg/s-l225.jpg,Bags,eBay API,,0
NWT Coach Teri Shoulder Bag Signature Canvas With Charms Gold/Powder Pink CEA20,135.9,https://www.ebay.com/itm/397831748082?_skw=women+handbag&hash=item5ca09eb9f2:g:xQkAAeSwm5Bp27RD&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGbH1HnvHZ0LdlFnYrGR0IqD626BKN5Romn4rOtG%2FfvvhWky180sfiWGqAvfFAafJCSrFGwue58pEER5ubm%2FgN%2B%2BqDBMNL%2F5uT9%2Fp%2Fk4ulosm3XjFwMSb1jdvEvJSTXtrxeinFrB%2FNmv5opPG2t5MywZcJ5QH8N45YP4%2FZqmps1hjMSeEbiXAPlS3B1A3MxNNwalUheYiCbAPjKv8UTub0073eNdQr%2FHD149nQjgxYUfwoyYtw%2FVXi5ltR9rS31Kph2ZLNSIRergyfK4ZsOgTIligVZQc25vllTseU8F7EOHtA%3D%3D,https://i.ebayimg.com/images/g/xQkAAeSwm5Bp27RD/s-l225.jpg,Bags,eBay API,,0
